Program ID,Broad Field,Field,Institution Name,Program Name,Percent of First Year Students with Full Financial Support (Fall 2005),Avg Completion Percentage (8 Years or Less for Humanities and 6 Years or Less for Other Fields),Median Time to Degree (Full- and Part-Time Graduates),Percent with Academic Plans,Collects Data About Post-Graduation Employment
20046361,Social and Behavioral Sciences,Geography,Indiana University At Bloomington,Geography,83.7%,23.8%,7.3,50%,No
20028619,Social and Behavioral Sciences,Geography,Kansas State University,Geography,100%,42.7%,4.5,88.9%,Yes
20040781,Social and Behavioral Sciences,Geography,Kent State University Main Campus,Geography,100%,39.9%,5.5,44.4%,No
20058126,Social and Behavioral Sciences,Geography,Louisiana State University And Agricultural And Mechanical College,Geography,50%,40.5%,6.8,46.2%,No
20046976,Social and Behavioral Sciences,Geography,Michigan State University,Geography,60%,36.3%,5.7,80%,Yes
20029032,Social and Behavioral Sciences,Geography,Ohio State University Main Campus,Geography,100%,35%,6,73.7%,Yes
20042006,Social and Behavioral Sciences,Geography,Oklahoma State University Main Campus,Geography,94.1%,100%,4,59.4%,Yes
20018920,Social and Behavioral Sciences,Geography,Oregon State University,Geography,100%,46.7%,5.5,40%,Yes
20031444,Social and Behavioral Sciences,Geography,Penn State University,Geography,71.4%,46.1%,4.1,47.4%,Yes
20012573,Social and Behavioral Sciences,Geography,Rutgers The State University of New Jersey New Brunswick Campus,Geography,50%,17.8%,6.33,37.2%,Yes
20063247,Social and Behavioral Sciences,Geography,San Diego State University-University of California Santa Barbara,Geography,100%,35.7%,6,50%,Yes
20040477,Social and Behavioral Sciences,Geography,Southern Illinois University Carbondale,Environmental Resources & Policy,80%,30%,4.4,44.4%,Yes
20038557,Social and Behavioral Sciences,Geography,State University of New York At Buffalo,Geography,23.1%,61.9%,5.5,60.5%,Yes
20022563,Social and Behavioral Sciences,Geography,Syracuse University Main Campus,Geography,100%,38.6%,5,60%,Yes
20022107,Social and Behavioral Sciences,Geography,Texas A & M University,Geography,81.8%,38.7%,5,81.3%,Yes
20034027,Social and Behavioral Sciences,Geography,University of Arizona,Geography,100%,57.2%,5,73.9%,Yes
20060936,Social and Behavioral Sciences,Geography,University of California-Berkeley,Geography,90.9%,20%,7,54.8%,Yes
20067201,Social and Behavioral Sciences,Geography,University of California-Davis,Geography,62.5%,51.1%,4.33,50%,Yes
20053338,Social and Behavioral Sciences,Geography,University of California-Los Angeles,Geography,77.8%,34.7%,6,54.2%,Yes
20070269,Social and Behavioral Sciences,Geography,University of California-Santa Barbara,Geography,100%,24.3%,6.7,55.6%,Yes
20032113,Social and Behavioral Sciences,Geography,University of Cincinnati Main Campus,Geography,100%,58.3%,4.5,52.4%,Yes
20063991,Social and Behavioral Sciences,Geography,University of Colorado At Boulder,Geography,100%,57.7%,5.32,62.9%,Yes
20024079,Social and Behavioral Sciences,Geography,University of Connecticut,Geography PhD,0%,26.7%,3.7,35%,Yes
20013158,Social and Behavioral Sciences,Geography,University of Florida,Geography,100%,33.8%,6.66,37.5%,No
20019754,Social and Behavioral Sciences,Geography,University of Georgia,Geography,100%,45.9%,4.34,70%,Yes
20014775,Social and Behavioral Sciences,Geography,University of Hawaii At Manoa,Geography,71.4%,27.7%,7.37,46.2%,No
20071404,Social and Behavioral Sciences,Geography,University of Idaho,Geography,100%,50%,4.5,33.3%,Yes
20039022,Social and Behavioral Sciences,Geography,University of Illinois At Urbana-Champaign,Geography,100%,18.1%,6.96,76.9%,Yes
20020468,Social and Behavioral Sciences,Geography,University of Iowa,Geography,100%,20.1%,5.5,50%,Yes
20051165,Social and Behavioral Sciences,Geography,University of Kansas,Geography,71.4%,43.8%,6.3,77.3%,Yes
20028211,Social and Behavioral Sciences,Geography,University of Kentucky,Geography,90%,49.7%,5.32,89.5%,Yes
20039925,Social and Behavioral Sciences,Geography,University of Minnesota-Twin Cities,Geography,100%,30%,6.5,75%,Yes
20050221,Social and Behavioral Sciences,Geography,University of Maryland College Park,Geography,83.3%,30%,6.3,36.4%,Yes
20017280,Social and Behavioral Sciences,Geography,University of Nebraska - Lincoln,Geography,20%,28.3%,6.33,69.2%,Yes
20045278,Social and Behavioral Sciences,Geography,University of North Carolina At Chapel Hill,Geography,81.3%,25.6%,8,47.1%,Yes
20051686,Social and Behavioral Sciences,Geography,University of Oklahoma Norman Campus,Geography,100%,31.7%,5.5,44.4%,No
20043898,Social and Behavioral Sciences,Geography,University of Oregon,Geography,66.7%,40.8%,5.7,47.4%,Yes
20067803,Social and Behavioral Sciences,Geography,University of South Carolina Columbia,Geography,100%,67.6%,3.5,61.1%,Yes
20068161,Social and Behavioral Sciences,Geography,University of Southern California,Geography,100%,18.3%,6.8,50%,Yes
20045838,Social and Behavioral Sciences,Geography,University of Tennessee,Geography,100%,39.6%,7.5,55%,Yes
20061540,Social and Behavioral Sciences,Geography,University of Texas At Austin,Geography,100%,52.7%,6,58.8%,Yes
20047577,Social and Behavioral Sciences,Geography,University of Utah,Geography,100%,20%,9,52.6%,No
20059675,Social and Behavioral Sciences,Geography,University of Washington,Geography,38.5%,49.7%,5.75,44.4%,No
20030649,Social and Behavioral Sciences,Geography,University of Wisconsin-Madison,Geography,85.7%,35%,6.33,51.4%,Yes
20026640,Social and Behavioral Sciences,Geography,University of Wisconsin-Milwaukee,Geography,100%,42.7%,4.8,71.4%,Yes
20059002,Social and Behavioral Sciences,Linguistics,Boston University,Applied Linguistics,33.3%,21.9%,9,50%,No
20071284,Social and Behavioral Sciences,Linguistics,Carnegie Mellon University,Modern Languages,100%,68.8%,4.8,100%,Yes
20057266,Social and Behavioral Sciences,Linguistics,City University of New York Grad. Center,Linguistics,16.7%,1.3%,8.1,57.9%,Yes
20015897,Social and Behavioral Sciences,Linguistics,Cornell University,LINGUISTICS,100%,30.9%,7,54.5%,Yes
20023025,Social and Behavioral Sciences,Linguistics,Georgetown University,Linguistics,61.5%,30.4%,5.8,67.4%,Yes
20066163,Social and Behavioral Sciences,Linguistics,Harvard University,Linguistics,100%,38.3%,6,58.3%,Yes
20046468,Social and Behavioral Sciences,Linguistics,Indiana University At Bloomington,Linguistics,57.1%,48.8%,6.8,70.8%,Yes
20046646,Social and Behavioral Sciences,Linguistics,Indiana University At Bloomington,Second Language Studies,80%,8.3%,11.9,70.8%,Yes
20056597,Social and Behavioral Sciences,Linguistics,Johns Hopkins University,Cognitive Science,100%,20.5%,5.3,100%,Yes
20033358,Social and Behavioral Sciences,Linguistics,Massachusetts Institute of Technology,Linguistics,100%,76.2%,5,65.4%,Yes
20047056,Social and Behavioral Sciences,Linguistics,Michigan State University,Linguistics,75%,46.7%,5.7,77.8%,Yes
20064398,Social and Behavioral Sciences,Linguistics,New York University,Linguistics,100%,2.5%,7.67,50%,No
20068954,Social and Behavioral Sciences,Linguistics,Northwestern University,Linguistics,100%,13.7%,6.7,88.9%,Yes
20029126,Social and Behavioral Sciences,Linguistics,Ohio State University Main Campus,Linguistics,100%,30.2%,6.63,55.6%,Yes
20055938,Social and Behavioral Sciences,Linguistics,Purdue University Main Campus,Linguistics,85.7%,67.4%,4.33,69.2%,Yes
20041159,Social and Behavioral Sciences,Linguistics,Rice University,Linguistics,83.3%,56.7%,6,11.1%,Yes
20012625,Social and Behavioral Sciences,Linguistics,Rutgers The State University of New Jersey New Brunswick Campus,Linguistics,100%,25.7%,6.08,38.5%,Yes
20063221,Social and Behavioral Sciences,Linguistics,San Diego State University-University of California San Diego,Language and Communicative Disorders,100%,26.3%,6,64.7%,Yes
20052698,Social and Behavioral Sciences,Linguistics,Stanford University,Linguistics,100%,26%,7,60%,Yes
20038599,Social and Behavioral Sciences,Linguistics,State University of New York At Buffalo,LINGUISTICS,66.7%,8.8%,8.5,45.5%,Yes
20038227,Social and Behavioral Sciences,Linguistics,State University of New York At Stony Brook,Linguistics,87.5%,14.3%,5.7,40%,Yes
20034072,Social and Behavioral Sciences,Linguistics,University of Arizona,Linguistics,66.7%,41.4%,5,75%,Yes
20061045,Social and Behavioral Sciences,Linguistics,University of California-Berkeley,Linguistics,100%,28.2%,7.3,69%,Yes
20053011,Social and Behavioral Sciences,Linguistics,University of California-Los Angeles,Applied Linguistics,100%,37.8%,6,70.5%,Yes
20053435,Social and Behavioral Sciences,Linguistics,University of California-Los Angeles,Linguistics,87.5%,26.1%,6.3,70.5%,Yes
20065656,Social and Behavioral Sciences,Linguistics,University of California-San Diego,Linguistics,100%,4%,7.38,42.9%,Yes
20070308,Social and Behavioral Sciences,Linguistics,University of California-Santa Barbara,Linguistics,44.4%,13.4%,7,66.7%,Yes
20023711,Social and Behavioral Sciences,Linguistics,University of California-Santa Cruz,Linguistics,100%,37.8%,5.5,75%,Yes
20014445,Social and Behavioral Sciences,Linguistics,University of Chicago,Linguistics,37.5%,11.5%,9.75,60%,Yes
20064039,Social and Behavioral Sciences,Linguistics,University of Colorado At Boulder,Linguistics,75%,13.3%,6.35,62.5%,Yes
20024118,Social and Behavioral Sciences,Linguistics,University of Connecticut,Linguistics PhD,80%,40%,5.5,82.4%,Yes
20013226,Social and Behavioral Sciences,Linguistics,University of Florida,Linguistics,75%,50%,5.16,66.7%,No
20012230,Social and Behavioral Sciences,Linguistics,University of Delaware,Linguistics,83.3%,42.6%,6,61.5%,Yes
20019819,Social and Behavioral Sciences,Linguistics,University of Georgia,Linguistics,100%,43.3%,5.97,55.6%,Yes
20014801,Social and Behavioral Sciences,Linguistics,University of Hawaii At Manoa,Linguistics,0%,38%,7,52.9%,Yes
20014924,Social and Behavioral Sciences,Linguistics,University of Hawaii At Manoa,Second Language Acquisition,100%,21.7%,5.37,52.9%,Yes
20039129,Social and Behavioral Sciences,Linguistics,University of Illinois At Urbana-Champaign,Linguistics,66.7%,17.1%,6.96,69.6%,No
20020497,Social and Behavioral Sciences,Linguistics,University of Iowa,Second Language Acquisition,100%,41.7%,5.1,66.7%,Yes
20051217,Social and Behavioral Sciences,Linguistics,University of Kansas,Linguistics,50%,61.9%,3.7,83.3%,No
20012832,Social and Behavioral Sciences,Linguistics,University of Louisiana At Lafayette,Applied Language and Speech Sciences,83.3%,,4,N/R,Yes
20050315,Social and Behavioral Sciences,Linguistics,University of Maryland College Park,Linguistics,100%,51.9%,5.5,78.6%,Yes
20048026,Social and Behavioral Sciences,Linguistics,University of Massachusetts Amherst,Linguistics,100%,40.4%,6,79.2%,Yes
20035563,Social and Behavioral Sciences,Linguistics,University of Michigan-Ann Arbor,Linguistics,100%,27%,6.8,53.8%,Yes
20040037,Social and Behavioral Sciences,Linguistics,University of Minnesota-Twin Cities,Linguistics,75%,17.2%,7.6,60%,Yes
20015305,Social and Behavioral Sciences,Linguistics,University of New Mexico Main Campus,Linguistics,0%,13.3%,8.5,100%,No
